as_of_date,symbol,company,sector,ticker,market_cap,current_price,foundation_score,turnaround_score,turnaround_stage,quality_score,earnings_score,cashflow_score,momentum_score,revenue_growth_pct,net_income_growth_pct,ebitda_margin_pct,earnings_inflection,margin_inflection,debt_repair,cfo_growth_pct,cfo_inflection,fcf_inflection,momentum_60d_pct,roce_proxy,debt_equity,cfo_pat,data_completeness_pct,valuation_group,valuation_method,primary_multiple,roe,roce_for_valuation,fcf_yield_pct,valuation_growth_pct,valuation_leverage,valuation_applicable_metrics,valuation_available_metrics,valuation_data_quality_pct,valuation_data_status,valuation_warning,valuation_disconnect,valuation_data_confidence_pct,pe_proxy,price_to_cfo_proxy,price_to_fcf_proxy,net_income,equity,ebitda,net_debt,fcf,scenario_group,scenario_method,scenario_anchor_multiple,scenario_growth_used_pct,bear_value,base_value,bull_value,bear_return_pct,base_return_pct,bull_return_pct,scenario_confidence,scenario_reward_risk,sector_recovery_score,sector_stage,opportunity_score_pre_regime,market_regime_score,opportunity_score,survival_score,scenario_risk_reward_score,risk_score,investment_decision,position_bias,risk_flags,decision_rationale,research_priority,next_confirmation,thesis_invalidation
2026-09-05,HDFCBANK,HDFC Bank,Financials,HDFCBANK.NS,10976350961664.0,712.1,57.27061224489796,67.90612244897959,EARLY,52.9,51.4,92.30000000000001,22.0,4.733207584666732,4.6450949453778145,,73568260000.00003,,-994796720000.001,-6.444996534844671,221884720000.0,220731260000.00012,-6.878786700903294,,0.8134343829261803,1.5870748789645306,83.33333333333334,Financials,P/B,1.3439230201686325,0.0862935303390961,,,,,"primary_multiple, roe","primary_multiple, roe",100.0,COMPLETE,,70.22857142857143,100.0,,,,704793400000.0,8167395600000.0,,2992966500000.0,1065776300000.0,Financials,P/B,1.6629353033909613,4.6450949453778145,660.8504794025232,881.1339725366977,1101.4174656708722,-7.196955567683872,23.737392576421513,54.67174072052691,Research scenario — not intrinsic value,3.2982547068941668,50.55555555555555,WATCH,64.05657823129252,37.16849330773499,61.905531437407916,80.8872047290081,80.32197888100549,70.38551391091652,WATCH — NEED MORE EVIDENCE,WATCHLIST,NONE,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,the expected fundamental improvement reverses
2026-09-05,TCS,Tata Consultancy Services,IT,TCS.NS,8336073293824.0,2304.0,66.947470336972,61.64447081158045,WATCH,70.80697674418604,49.68372093023256,77.1,78.0,4.581237956478823,1.3531604638230332,27.066785009418737,22962000000.00007,-0.26345962963720143,-22296000000.000076,6.514271693792417,31376000000.000076,29718000000.000023,7.152302270558097,93.6798444588464,0.10521260723610593,1.0586059743954481,100.0,IT,P/E,16.93979535424507,,,5.75186881280465,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,69.07250341997265,100.0,16.93979535424507,,17.385653820438808,492100000000.0,1072400000000.0,722740000000.0,-300900000000.0,479480000000.0,IT,P/E,16.93979535424507,1.3531604638230332,1751.382612814862,2335.1768170864825,2918.971021358103,-23.985129652132727,1.3531604638230306,26.691450579778774,Research scenario — not intrinsic value,0.056416641621226726,54.166666666666664,WATCH,62.432455009910946,37.16849330773499,60.41133807373687,98.2464565460649,49.78577667025524,69.5984685269784,WATCH — NEED MORE EVIDENCE,WATCHLIST,TURNAROUND NOT YET CONFIRMED,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,earnings/margins fail to improve
2026-09-05,EICHERMOT,Eicher Motors,Auto,EICHERMOT.NS,2094737784832.0,7630.5,59.44229710488846,59.65087802562885,WATCH,60.7953488372093,75.27441860465116,43.1,52.0,23.947080111833884,16.491707572595704,34.87731731423297,8938300000.000004,1.627011738211622,14369079999.999992,20.72704978994553,7416300000.000006,5486859999.999997,1.1267021040948677,41.024963717758716,0.02047597325115587,0.8711948549743166,100.0,Manufacturing,EV/EBITDA,25.444097360505918,,41.024963717758716,1.6849746185693002,,,"primary_multiple, roce, fcf_yield","primary_multiple, roce, fcf_yield",100.0,COMPLETE,,53.10077519379844,100.0,,,59.34807497866602,55152300000.0,251001500000.0,80139600000.0,-55658000000.0,35295800000.0,Manufacturing,EV/EBITDA,25.444097360505918,16.491707572595704,7333.389814451723,9116.050927741386,10898.71204103105,-3.8937184397913143,19.468592198956628,42.8309028377046,Research scenario — not intrinsic value,5.000000000000014,76.94444444444444,RECOVERING,61.23111042556557,37.16849330773499,59.30610105613912,97.51198136205268,80.51763179083828,75.81733231095961,WATCH — NEED MORE EVIDENCE,WATCHLIST,TURNAROUND NOT YET CONFIRMED,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,earnings/margins fail to improve
2026-09-05,HAL,Hindustan Aeronautics,Defence,HAL.NS,3247571206144.0,4856.0,56.303132415757,62.380161366872336,WATCH,41.146511627906975,58.004651162790694,48.6,90.0,5.6039441030616866,8.98443711420076,42.54233961400037,11665280000.000015,3.600256155900695,80037120000.0,-20.061480005804977,-2534640000.0000076,-5602859999.999985,13.563144889075662,-262.9425568026067,0.00026729290038868334,1.1964522357277634,100.0,General,P/E,35.62652163482382,,,2.573378524907833,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,51.906976744186046,100.0,35.62652163482382,,38.859421197502044,91156000000.0,410411200000.0,135249500000.0,-461848100000.0,83572300000.0,General,P/E,35.62652163482382,8.98443711420076,3969.213199699191,5292.2842662655885,6615.355332831985,-18.261672164349434,8.984437114200759,36.23054639275091,Research scenario — not intrinsic value,0.4919832660089168,71.1111111111111,RECOVERING,61.20727179243791,37.16849330773499,59.28416951366167,99.99554511832685,56.40980153323231,69.30216606929545,WATCH — NEED MORE EVIDENCE,WATCHLIST,TURNAROUND NOT YET CONFIRMED,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,earnings/margins fail to improve
2026-09-05,BAJAJ-AUTO,Bajaj Auto,Auto,BAJAJ-AUTO.NS,3275387043840.0,11919.0,57.96432368296155,59.72695775984812,WATCH,35.02325581395349,82.4186046511628,30.9,98.0,22.569856668618616,46.68404159607249,26.10492125465937,19503019999.999992,1.515405927658377,-57824459999.999985,-284.7364414436848,5190920000.0,7044439999.999992,19.873277682791922,31.290937797375296,0.5830205971931904,0.24167435297709186,100.0,Manufacturing,EV/EBITDA,21.510316616203042,,31.290937797375296,0.5722316095512885,,,"primary_multiple, roce, fcf_yield","primary_multiple, roce, fcf_yield",100.0,COMPLETE,,47.14005167958657,100.0,,,174.75441470004483,107442100000.0,388319900000.0,157638300000.0,115462700000.0,18742800000.0,Manufacturing,EV/EBITDA,21.510316616203042,25.0,11425.433437564721,14386.832812176392,17348.232186788064,-4.141006480705428,20.705032403527085,45.551071287759584,Research scenario — not intrinsic value,4.999999999999987,76.94444444444444,RECOVERING,60.15714973896535,37.16849330773499,58.318057224466926,77.64422926306501,80.7092800225467,68.78911419876958,WATCH — NEED MORE EVIDENCE,WATCHLIST,WEAK CFO/PAT | TURNAROUND NOT YET CONFIRMED,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm operating cash flow catches up with reported profit,cash conversion remains weak or earnings/margins fail to improve
2026-09-05,ULTRACEMCO,UltraTech Cement,Cement,ULTRACEMCO.NS,3355887271936.0,11408.0,60.342176079734216,61.30897009966778,WATCH,48.265116279069765,68.60697674418606,69.39999999999999,57.99999999999999,16.61016768208261,35.21263894845432,19.892423651507745,14338500000.0,1.216925697645753,-28879240000.0,43.495202573118476,25437620000.000008,11774459999.999994,1.5249965649315689,18.26972626888923,0.31002339489926983,1.8756472242224738,100.0,Cyclicals,P/E (normalized needed),41.097663770825065,,,1.6800594129454787,35.21263894845432,,"primary_multiple, fcf_yield, growth","primary_multiple, fcf_yield, growth",100.0,COMPLETE,Cyclical earnings require normalization,37.67989056087551,100.0,41.097663770825065,,59.52170454774578,81656400000.0,766235400000.0,173827000000.0,185212900000.0,56380900000.0,Cyclicals,P/E,41.097663770825065,25.0,9981.999999999998,14259.999999999996,18537.999999999996,-12.500000000000014,24.99999999999997,62.49999999999997,Research scenario — not intrinsic value,1.9999999999999956,76.11111111111111,RECOVERING,59.83991021757541,37.16849330773499,58.026196864788176,94.83294341834551,72.08333333333329,70.6435621314263,WATCH — NEED MORE EVIDENCE,WATCHLIST,Cyclical earnings require normalization | TURNAROUND NOT YET CONFIRMED,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,earnings/margins fail to improve or normalized earnings deteriorate
2026-09-05,ADANIPORTS,Adani Ports and SEZ,Infrastructure,ADANIPORTS.NS,3933549363200.0,1707.3,57.88627906976745,69.5093023255814,EARLY,40.372093023255815,84.33488372093024,70.7,24.0,27.10533405216613,15.45124505175206,62.26108323133889,24026100000.000015,2.2160566941404634,,18.16973833003992,29409600000.000015,5957760000.000002,-5.402260492141931,15.861256401605505,0.6578513669138094,1.5895608458708705,100.0,General,P/E,30.71595236373603,,,1.2802534136506143,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,42.21395348837209,100.0,30.71595236373603,,78.10953591980842,128062100000.0,961253000000.0,241173100000.0,559264000000.0,50359400000.0,General,P/E,30.71595236373603,15.45124505175206,1478.324330076422,1971.0991067685625,2463.873883460703,-13.41156621118597,15.45124505175204,44.31405631469002,Research scenario — not intrinsic value,1.1520835679031183,41.66666666666667,WEAK,59.49515116279071,37.16849330773499,57.70901853438625,89.0358105514365,63.96303908208324,63.74162915172611,WATCH — NEED MORE EVIDENCE,WATCHLIST,NONE,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,the expected fundamental improvement reverses
2026-09-05,SUNPHARMA,Sun Pharmaceutical Industries,Healthcare,SUNPHARMA.NS,4556336922624.0,1899.0,60.874435215946846,66.7501661129568,EARLY,54.56976744186046,57.31395348837209,62.0,74.0,11.873004587706859,5.035940942662842,31.59671117076213,9318040000.000034,0.8955120558066403,66699659999.99994,-11.746016405523275,25965180000.000008,19723560000.000008,5.4250793859263124,33.80560295281071,0.05537052790059219,1.0818647632023222,100.0,General,P/E,39.69135132806361,,,1.933529093569845,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,42.9953488372093,100.0,39.69135132806361,,51.71890111845772,114794200000.0,835700900000.0,183956400000.0,-291541400000.0,88098100000.0,General,P/E,39.69135132806361,5.035940942662842,1495.9743888758755,1994.6325185011674,2493.290648126459,-21.22304429300287,5.035940942662847,31.294926178328552,Research scenario — not intrinsic value,0.23728645490897698,37.77777777777778,WEAK,57.95972563676633,37.16849330773499,56.296427050443825,99.07715786832347,52.786930908941315,64.13655013887032,WATCH — NEED MORE EVIDENCE,WATCHLIST,NONE,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods,the expected fundamental improvement reverses
2026-09-05,BEL,Bharat Electronics,Defence,BEL.NS,2963018874880.0,405.35,53.849143331751314,61.49724727100143,WATCH,64.32790697674419,66.24418604651163,29.2,40.0,15.915223663663136,13.916533870531289,32.15024217742113,9636480000.000004,2.014201179678677,4458480000.000011,173.1617842522197,9558880000.000004,8696739999.999998,-0.8911471025836559,55.69196955249931,0.0027288291672068602,0.25426756845925436,100.0,General,P/E,48.87856936456615,,,0.18764983399659174,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,20.911627906976744,100.0,48.87856936456615,,532.9074791604468,60620000000.0,239883100000.0,86151300000.0,-85190600000.0,5560100000.0,General,P/E,48.87856936456615,13.916533870531289,346.3205025331489,461.76067004419855,577.2008375552482,-14.562599597101539,13.916533870531268,42.39566733816409,Research scenario — not intrinsic value,0.9556352749890301,71.1111111111111,RECOVERING,55.704268351526665,37.16849330773499,54.22140634802333,87.52564565486746,61.90521209514419,61.91764818255335,LOW PRIORITY,NO PRIORITY,WEAK CFO/PAT | TURNAROUND NOT YET CONFIRMED,The stock is not currently a high-priority opportunity under the screening framework.,HIGH,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm operating cash flow catches up with reported profit,cash conversion remains weak or earnings/margins fail to improve
2026-09-05,HCLTECH,HCL Technologies,IT,HCLTECH.NS,3499638652928.0,1293.4,63.98364499288087,50.59924062648315,WATCH,69.78139534883721,41.63720930232558,67.39999999999999,94.0,11.181923027636586,-4.301322599194934,20.996742070322107,3788000000.0000076,-1.1650577075276491,37524000000.00002,-10.269080454606716,8238000000.000046,9314000000.000027,16.734088825821015,54.91007736360897,0.06938069580256769,1.2002764090854465,100.0,IT,P/E,21.02895477062853,,,5.301404470566551,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,65.56497948016415,100.0,21.02895477062853,,18.862925957678,166420000000.0,751650000000.0,273260000000.0,-254000000000.0,185530000000.0,IT,P/E,21.02895477062853,-4.301322599194934,928.3250201265096,1237.766693502013,1547.208366877516,-28.225991949396203,-4.301322599194918,19.623346751006338,Research scenario — not intrinsic value,-0.15238871345624863,54.166666666666664,WATCH,55.38687601552249,37.16849330773499,53.92940539889949,98.84365506995721,46.65310523289247,68.02375783222045,LOW PRIORITY,NO PRIORITY,TURNAROUND NOT YET CONFIRMED,The stock is not currently a high-priority opportunity under the screening framework.,LOW,Confirm revenue/earnings and margin improvement across the next reported periods,earnings/margins fail to improve
